id,formulario,placa,cod_veh,clase,servicio,modalidad,fuga,codigo
568008,410359700,BLD443,2,AUTOMOVIL,PARTICULAR,,,216200-2
568009,410359800,SHM872,1,AUTOMOVIL,PUBLICO,,,216201-1
568010,410359800,BCH553,2,AUTOMOVIL,PARTICULAR,,,216201-2
568011,410359900,BOY197,1,AUTOMOVIL,PARTICULAR,,,216202-1
568012,410359900,HLT327,2,AUTOMOVIL,PARTICULAR,,,216202-2
568013,410360000,BOD266,1,AUTOMOVIL,PARTICULAR,,,216203-1
568014,410360000,SFK294,2,BUS,PUBLICO,,,216203-2
568015,410360700,CRG331,1,AUTOMOVIL,PARTICULAR,,,216204-1
568016,410360700,SHB370,2,AUTOMOVIL,PUBLICO,,,216204-2
568017,410361300,SEH387,1,AUTOMOVIL,PUBLICO,,,216205-1
568018,410361400,SIH115,1,BUSETA,PUBLICO,,,216206-1
568019,410361500,P/E,1,MOTOCICLETA,PARTICULAR,,,216207-1
568020,410361500,P/E,2,BICICLETA,PARTICULAR,,,216207-2
568021,410361600,SOB819,1,MICROBUS,PUBLICO,,,216208-1
568022,410361600,CIN769,2,CAMIONETA,PARTICULAR,,,216208-2
568023,410361600,P/E,3,NO IDENTIFICADO,,,,216208-3
568024,410361700,ZKG074,1,BUS,PUBLICO,,,216209-1
568025,410362100,BNK016,1,AUTOMOVIL,PARTICULAR,,,216210-1
568026,410362100,BKF666,2,CAMIONETA,PARTICULAR,,,216210-2
568027,410362300,SGM183,1,MICROBUS,PUBLICO,,,216211-1
568028,410362400,ASA616,1,AUTOMOVIL,PARTICULAR,,,216212-1
568029,410362400,VDG050,2,AUTOMOVIL,PUBLICO,,,216212-2
568030,410362700,P/E,1,NO IDENTIFICADO,,,,216213-1
568031,410362700,P/E,2,NO IDENTIFICADO,,,,216213-2
568032,410362900,BPE139,1,AUTOMOVIL,PARTICULAR,,,216214-1
568033,410362900,ZIA931,2,CAMION ,PUBLICO,,,216214-2
568034,410363000,VDC755,1,AUTOMOVIL,PUBLICO,,,216215-1
568035,410363000,FCD226,2,CAMPERO,PARTICULAR,,,216215-2
568036,410363200,VDH236,1,AUTOMOVIL,PUBLICO,,,216216-1
568037,410363200,CHB335,2,AUTOMOVIL,PARTICULAR,,,216216-2
568038,410363300,ORJ40A,1,MOTOCICLETA,PARTICULAR,,,216217-1
568039,410363400,P/E,1,NO IDENTIFICADO,,,,216218-1
568040,410363500,P/E,1,NO IDENTIFICADO,,,,216219-1
568041,410363800,SKA359,1,CAMION ,PUBLICO,,,216220-1
568042,410363800,SYL703,2,BUSETA,PUBLICO,,,216220-2
