id,formulario,placa,cod_veh,clase,servicio,modalidad,fuga,codigo
656296,69376900,BFG436,1,AUTOMOVIL,PARTICULAR,,,265523-1
656297,69376900,BMH630,2,AUTOMOVIL,PARTICULAR,,,265523-2
656298,69377000,BSX132,1,AUTOMOVIL,PARTICULAR,,,265524-1
656299,69377000,TKD015,2,BUS,PUBLICO,,,265524-2
656300,69377100,OBF136,1,CAMIONETA,OFICIAL,,,265525-1
656301,69377100,SQO779,2,CAMION ,PUBLICO,,,265525-2
656302,69377200,VDO007,1,AUTOMOVIL,PUBLICO,,,265526-1
656303,69377200,BRM831,2,AUTOMOVIL,PARTICULAR,,,265526-2
656304,69377300,SIH864,1,BUS,PUBLICO,,,265527-1
656305,69377300,SHD136,2,AUTOMOVIL,PUBLICO,,,265527-2
656306,69377400,SFH065,1,BUS,PUBLICO,,,265528-1
656307,69377400,BOQ603,2,AUTOMOVIL,PARTICULAR,,,265528-2
656308,69377500,BRA654,1,AUTOMOVIL,PARTICULAR,,,265529-1
656309,69377500,SFM527,2,MICROBUS,PUBLICO,,,265529-2
656310,69377600,BNW798,1,AUTOMOVIL,PARTICULAR,,,265530-1
656311,69377600,ZII003,2,AUTOMOVIL,PARTICULAR,,,265530-2
656312,69377700,BHU322,1,M. AGRICOLA,PARTICULAR,,,265531-1
656313,69377700,BEL143,2,AUTOMOVIL,PARTICULAR,,,265531-2
656314,69377700,CIO742,3,AUTOMOVIL,PARTICULAR,,,265531-3
656315,69377800,BRE707,1,AUTOMOVIL,PARTICULAR,,,265532-1
656316,69377800,SDG246,2,BUSETA,PUBLICO,,,265532-2
656317,69377900,BCG254,1,AUTOMOVIL,PARTICULAR,,,265533-1
656318,69377900,BHE446,2,CAMIONETA,PARTICULAR,,,265533-2
656319,69378000,BLB682,1,AUTOMOVIL,PARTICULAR,,,265534-1
656320,69378000,OLB169,2,CAMPERO,PARTICULAR,,,265534-2
656321,69378100,OBD308,1,CAMIONETA,PARTICULAR,,,265535-1
656322,69378100,BTI802,2,AUTOMOVIL,PARTICULAR,,,265535-2
656323,69378200,BHN365,1,AUTOMOVIL,PARTICULAR,,,265536-1
656324,69378200,BMN664,2,CAMPERO,PARTICULAR,,,265536-2
656325,69378300,BFV638,1,AUTOMOVIL,PARTICULAR,,,265537-1
656326,69378300,BOT787,2,CAMPERO,PARTICULAR,,,265537-2
656327,69378400,SFL657,1,BUS,PUBLICO,,,265538-1
656328,69378400,MDA889,2,AUTOMOVIL,PARTICULAR,,,265538-2
656329,69378500,ITV001,1,CAMIONETA,PARTICULAR,,,265539-1
656330,69378500,CRI049,2,AUTOMOVIL,PARTICULAR,,,265539-2
656331,69378600,BRE921,1,AUTOMOVIL,PARTICULAR,,,265540-1
656332,69378600,XHF62A,2,MOTOCICLETA,PARTICULAR,,,265540-2
656333,69378800,BMP912,1,AUTOMOVIL,PARTICULAR,,,265541-1
656334,69378800,BTO199,2,AUTOMOVIL,PARTICULAR,,,265541-2
656335,69378900,CSN175,1,AUTOMOVIL,PARTICULAR,,,265542-1
656336,69378900,SIK373,2,AUTOMOVIL,PUBLICO,,,265542-2
656337,69379000,VDV026,1,AUTOMOVIL,PUBLICO,,,265543-1
656338,69379100,SIJ067,1,CAMIONETA,PUBLICO,,,265544-1
656339,69379100,BIS632,2,AUTOMOVIL,PARTICULAR,,,265544-2
656340,69379200,VDF986,1,AUTOMOVIL,PUBLICO,,,265545-1
656341,69379200,VDS352,2,AUTOMOVIL,PUBLICO,,,265545-2
656342,69379300,BGX662,1,CAMIONETA,PARTICULAR,,,265546-1
656343,69379300,BTB795,2,AUTOMOVIL,PARTICULAR,,,265546-2
656344,69379400,CGY854,1,AUTOMOVIL,PARTICULAR,,,265547-1
656345,69379400,ARF133,2,AUTOMOVIL,PARTICULAR,,,265547-2
656346,69379500,P-E,1,OTRO,PARTICULAR,,,265548-1
656347,69379500,EDD158,2,BUSETA,PUBLICO,,,265548-2
656348,69379600,SGC269,1,BUS,PUBLICO,,,265549-1
656349,69379600,AQF653,2,AUTOMOVIL,PARTICULAR,,,265549-2
656350,69379700,VDF663,1,AUTOMOVIL,PUBLICO,,,265550-1
656351,69379700,CHO259,2,AUTOMOVIL,PARTICULAR,,,265550-2
656352,69379800,VDA691,1,CAMION ,PUBLICO,,,265551-1
656353,69379800,SGT976,2,AUTOMOVIL,PUBLICO,,,265551-2
656354,69379900,SGL166,1,BUS,PUBLICO,,,265552-1
656355,69380000,BTD278,1,AUTOMOVIL,PARTICULAR,,,265553-1
656356,69380000,MMD667,2,AUTOMOVIL,PARTICULAR,,,265553-2
656357,69380000,BHO244,3,AUTOMOVIL,PUBLICO,,,265553-3
656358,69380100,BRE852,1,AUTOMOVIL,PARTICULAR,,,265554-1
656359,69380100,ESB355,2,CAMION ,PUBLICO,,,265554-2
656360,69380200,SGN520,1,AUTOMOVIL,PUBLICO,,,265555-1
656361,69380200,SIH335,2,AUTOMOVIL,PUBLICO,,,265555-2
656362,69380300,BGW212,1,CAMIONETA,PUBLICO,,,265556-1
656363,69380300,JGA349,2,VOLQUETA,PARTICULAR,,,265556-2
656364,69380400,SHN365,1,AUTOMOVIL,PUBLICO,,,265557-1
656365,69380400,BLV182,2,AUTOMOVIL,PARTICULAR,,,265557-2
656366,69380400,UFS244,3,CAMIONETA,PARTICULAR,,,265557-3
656367,69380500,BMR919,1,AUTOMOVIL,PARTICULAR,,,265558-1
656368,69380500,BLB112,2,AUTOMOVIL,PARTICULAR,,,265558-2
656369,69380600,SML458,1,TRACTOCAMION,PUBLICO,,,265559-1
656370,69380600,CSN001,2,AUTOMOVIL,PARTICULAR,,,265559-2
656371,69380700,SKI855,1,MICROBUS,PUBLICO,,,265560-1
656372,69380700,SKF838,2,VOLQUETA,PUBLICO,,,265560-2
656373,69380800,BDE351,1,CAMIONETA,PARTICULAR,,,265561-1
656374,69380800,SKL322,2,BUS,PUBLICO,,,265561-2
656375,69380900,VDZ324,1,AUTOMOVIL,PUBLICO,,,265562-1
656376,69380900,BEW767,2,AUTOMOVIL,PARTICULAR,,,265562-2
656377,69381000,VDS120,1,AUTOMOVIL,PUBLICO,,,265563-1
656378,69381000,BMW874,2,AUTOMOVIL,PARTICULAR,,,265563-2
656379,69381100,BLH488,1,CAMPERO,PARTICULAR,,,265564-1
656380,69381100,BNS490,2,AUTOMOVIL,PARTICULAR,,,265564-2
656381,69381200,VDJ950,1,CAMIONETA,PUBLICO,,,265565-1
656382,69381200,VDR298,2,AUTOMOVIL,PUBLICO,,,265565-2
656383,69381300,JOJ548,1,CAMPERO,PARTICULAR,,,265566-1
656384,69381300,,2,BICICLETA,PARTICULAR,,,265566-2
656385,69381400,SFO531,1,BUS,PUBLICO,,,265567-1
656386,69381500,BCC294,1,AUTOMOVIL,PARTICULAR,,,265568-1
656387,69381500,BEM200,2,CAMPERO,PARTICULAR,,,265568-2
656388,69381600,BSA027,1,AUTOMOVIL,PARTICULAR,,,265569-1
656389,69381600,SGL266,2,MICROBUS,PUBLICO,,,265569-2
656390,69381700,SGG924,1,BUS,PUBLICO,,,265570-1
656391,69381700,P-E,2,BICICLETA,PARTICULAR,,,265570-2
656392,69381800,BSW546,1,CAMIONETA,PARTICULAR,,,265571-1
656393,69381900,SIH420,1,AUTOMOVIL,PUBLICO,,,265572-1
656394,69381900,HKJ023,2,AUTOMOVIL,PARTICULAR,,,265572-2
656395,69382000,SJA730,1,AUTOMOVIL,PARTICULAR,,,265573-1
656396,69382000,AIW99,2,MOTOCICLETA,PARTICULAR,,,265573-2
656397,69382100,GDF283,1,AUTOMOVIL,PARTICULAR,,,265574-1
656398,69382100,EKH792,2,AUTOMOVIL,PARTICULAR,,,265574-2
656399,69382200,SHA670,1,AUTOMOVIL,PUBLICO,,,265575-1
656400,69382300,BJL922,1,AUTOMOVIL,PARTICULAR,,,265576-1
656401,69382300,GLO112,2,VOLQUETA,PARTICULAR,,,265576-2
656402,69382400,BES564,1,CAMPERO,PARTICULAR,,,265577-1
656403,69382400,BFM184,2,AUTOMOVIL,PARTICULAR,,,265577-2
656404,69382500,ASF772,1,AUTOMOVIL,PARTICULAR,,,265578-1
656405,69382500,OIO089,2,AUTOMOVIL,OFICIAL,,,265578-2
656406,69382600,BEI153,1,AUTOMOVIL,PARTICULAR,,,265579-1
656407,69382700,BSJ638,1,AUTOMOVIL,PARTICULAR,,,265580-1
656408,69382700,AUB432,2,AUTOMOVIL,PARTICULAR,,,265580-2
656409,69382800,SIL552,1,AUTOMOVIL,PUBLICO,,,265581-1
656410,69382800,IZM188,2,CAMIONETA,PARTICULAR,,,265581-2
656411,69382900,BKU716,1,AUTOMOVIL,PARTICULAR,,,265582-1
656412,69382900,BAX968,2,AUTOMOVIL,PARTICULAR,,,265582-2
656413,69383000,SGX584,1,AUTOMOVIL,PUBLICO,,,265583-1
656414,69383000,BJV855,2,CAMPERO,PARTICULAR,,,265583-2
656415,69383000,BFT195,3,AUTOMOVIL,PUBLICO,,,265583-3
656416,69383100,BEY811,1,AUTOMOVIL,PARTICULAR,,,265584-1
656417,69383100,SFY659,2,BUS,PUBLICO,,,265584-2
656418,69383200,ARP605,1,AUTOMOVIL,PARTICULAR,,,265585-1
656419,69383200,SGB589,2,AUTOMOVIL,PARTICULAR,,,265585-2
656420,69383300,SGN369,1,AUTOMOVIL,PUBLICO,,,265586-1
656421,69383400,GDD890,1,CAMION ,PARTICULAR,,,265587-1
656422,69383400,BIS969,2,AUTOMOVIL,PUBLICO,,,265587-2
656423,69383500,BJV596,1,CAMPERO,PARTICULAR,,,265588-1
656424,69383500,BRR669,2,AUTOMOVIL,PARTICULAR,,,265588-2
656425,69383600,BHQ814,1,MICROBUS,PUBLICO,,,265589-1
656426,69383600,SRE433,2,CAMION ,PARTICULAR,,,265589-2
656427,69383700,UFR087,1,MICROBUS,PUBLICO,,,265590-1
656429,69383700,GDB540,3,VOLQUETA,PUBLICO,,,265590-3
656430,69383800,P-E,1,,,,,265591-1
656431,69383900,QBF127,1,CAMPERO,OFICIAL,,,265592-1
656432,69384000,CSV819,1,AUTOMOVIL,PARTICULAR,,,265593-1
656433,69384100,BRZ531,1,AUTOMOVIL,PARTICULAR,,,265594-1
656434,69384100,BHV921,2,AUTOMOVIL,PARTICULAR,,,265594-2
656435,69384200,ITR766,1,AUTOMOVIL,PARTICULAR,,,265595-1
656436,69384200,CSM342,2,AUTOMOVIL,PARTICULAR,,,265595-2
656437,69384300,BDW799,1,AUTOMOVIL,,,,265596-1
656438,69384300,SHB510,2,AUTOMOVIL,PUBLICO,,,265596-2
656439,69384400,JKI389,1,AUTOMOVIL,PARTICULAR,,,265597-1
656440,69384400,CLS304,2,CAMPERO,PARTICULAR,,,265597-2
656441,69384500,SFM508,1,BUS,PUBLICO,,,265598-1
656442,69384500,BRS961,2,AUTOMOVIL,PARTICULAR,,,265598-2
656443,69384600,BRR318,1,AUTOMOVIL,PARTICULAR,,,265599-1
656444,69384600,AUP132,2,AUTOMOVIL,PARTICULAR,,,265599-2
656445,69384700,BFJ215,1,AUTOMOVIL,PARTICULAR,,,265600-1
656446,69384700,ZIP965,2,MICROBUS,PARTICULAR,,,265600-2
656447,69384800,VDS074,1,AUTOMOVIL,PUBLICO,,,265601-1
656448,69384900,BSI298,1,AUTOMOVIL,PARTICULAR,,,265602-1
656449,69385000,BRR391,1,AUTOMOVIL,PARTICULAR,,,265603-1
656450,69385100,RO8029,1,BICICLETA,PARTICULAR,,,265604-1
656451,69385100,SHL059,2,MICROBUS,PUBLICO,,,265604-2
656452,69385200,SQB215,1,TRACTOCAMION,PUBLICO,,,265605-1
656453,69385300,SOC131,1,MICROBUS,PUBLICO,,,265606-1
656454,69385400,SIK933,1,BUS,PUBLICO,,,265607-1
656455,69385500,SIO540,1,BUS,PUBLICO,,,265608-1
656456,69385700,SBE954,1,CAMION ,PUBLICO,,,265609-1
656457,69385700,SIQ894,2,BUSETA,PUBLICO,,,265609-2
656458,69385800,BFW593,1,AUTOMOVIL,PARTICULAR,,,265610-1
656459,69385800,EVK83,2,MOTOCICLETA,PARTICULAR,,,265610-2
656460,69385900,BKW156,1,AUTOMOVIL,PARTICULAR,,,265611-1
656461,69385900,P-E,2,,,,,265611-2
656462,69386000,OWK-51,1,MOTOCICLETA,PARTICULAR,,,265612-1
656463,69386000,P/E,2,,,,,265612-2
656464,69386100,SIS978,1,AUTOMOVIL,PUBLICO,,,265613-1
656465,69386200,P/E,1,AUTOMOVIL,PARTICULAR,,,265614-1
656466,69386300,SGI868,1,BUS,PUBLICO,,,265615-1
656467,69386400,VDQ181,1,BUS,PUBLICO,,,265616-1
656468,69386500,ASK38,1,MOTOCICLETA,PARTICULAR,,,265617-1
656469,69386600,TCB63A,1,MOTOCICLETA,PARTICULAR,,,265618-1
656470,69386700,SFP495,1,AUTOMOVIL,PUBLICO,,,265619-1
656471,69386700,LRU97A,2,MOTOCICLETA,PARTICULAR,,,265619-2
656472,69386800,YQN53A,1,MOTOCICLETA,PARTICULAR,,,265620-1
656473,69386800,SFK857,2,AUTOMOVIL,PARTICULAR,,,265620-2
656474,69386900,BEC083,1,CAMIONETA,PARTICULAR,,,265621-1
656475,69387000,SGB617,1,BUS,PUBLICO,,,265622-1
656476,69387100,SGV526,1,BUSETA,PUBLICO,,,265623-1
656477,69387100,MPV-24,2,MOTOCICLETA,PARTICULAR,,,265623-2
656478,69387200,BTM628,1,AUTOMOVIL,PARTICULAR,,,265624-1
656479,69387200,SKL893,2,BUS,PUBLICO,,,265624-2
656480,69387300,VDL423,1,BUS,PUBLICO,,,265625-1
656481,69387300,SIK734,2,MICROBUS,PUBLICO,,,265625-2
656482,69387400,BBH090,1,CAMIONETA,,,,265626-1
656483,69387400,SGO154,2,AUTOMOVIL,PARTICULAR,,,265626-2
656484,69387500,MEK129,1,CAMIONETA,PARTICULAR,,,265627-1
656485,69387600,BCE358,1,CAMION ,PARTICULAR,,,265628-1
656486,69387600,SIR900,2,CAMION ,PUBLICO,,,265628-2
656487,69387700,MMP523,1,AUTOMOVIL,PARTICULAR,,,265629-1
656488,69387700,BRC697,2,AUTOMOVIL,PARTICULAR,,,265629-2
656489,69387800,BON282,1,CAMION ,PARTICULAR,,,265630-1
656490,69387800,CRY702,2,BICICLETA,PARTICULAR,,,265630-2
656491,69387900,SHH327,1,AUTOMOVIL,PUBLICO,,,265631-1
656492,69387900,ZOB291,2,CAMIONETA,PARTICULAR,,,265631-2
656493,69388000,FDC883,1,CAMION ,PUBLICO,,,265632-1
656494,69388000,04-281,2,CAMION ,OFICIAL,,,265632-2
656495,69388100,SIQ153,1,MICROBUS,PUBLICO,,,265633-1
656496,69388100,SRD884,2,MICROBUS,PUBLICO,,,265633-2
656497,69388400,VDM213,1,MICROBUS,PUBLICO,,,265634-1
656498,69388400,VDY849,2,AUTOMOVIL,PUBLICO,,,265634-2
656499,69388500,P  / E,1,NO IDENTIFICADO,,,,265635-1
656500,69388600,SVA983,1,BUSETA,PUBLICO,,,265636-1
656501,69388600,AUE204,2,CAMIONETA,PUBLICO,,,265636-2
656502,69388700,BMP800,1,CAMIONETA,PARTICULAR,,,265637-1
656503,69388700,BSYH11,2,CAMPERO,PARTICULAR,,,265637-2
656504,69388800,SGZ029,1,AUTOMOVIL,PUBLICO,,,265638-1
656505,69388800,SGL802,2,TRACTOCAMION,PUBLICO,,,265638-2
656506,69388900,BID056,1,AUTOMOVIL,PARTICULAR,,,265639-1
656507,69388900,BKH068,2,CAMION ,PARTICULAR,,,265639-2
656508,69389200,SGM858,1,AUTOMOVIL,PUBLICO,,,265640-1
656509,69389200,YXD27A,2,MOTOCICLETA,PARTICULAR,,,265640-2
656510,69389300,AQF61,1,MOTOCICLETA,PARTICULAR,,,265641-1
656511,69389400,SIR082,1,BUSETA,PUBLICO,,,265642-1
656512,69389400,SVD289,2,MICROBUS,PUBLICO,,,265642-2
656513,69389500,KBD106,1,CAMIONETA,PARTICULAR,,,265643-1
656514,69389600,P/E,1,,,,,265644-1
656515,69389700,PED857,1,CAMIONETA,PARTICULAR,,,265645-1
656517,69389800,SIH050,1,AUTOMOVIL,PUBLICO,,,265646-1
656518,69389800,SIO057,2,NO IDENTIFICADO,,,,265646-2
656519,69389900,SID746,1,AUTOMOVIL,PUBLICO,,,265647-1
656520,69389900,VDE771,2,MICROBUS,PUBLICO,,,265647-2
656521,69390100,SYT173,1,BUSETA,PUBLICO,,,265648-1
656522,69390100,CHD413,2,AUTOMOVIL,PARTICULAR,,,265648-2
656523,69390200,SHK 71,1,BUS,PUBLICO,,,265649-1
656524,69390300,SGL643,1,AUTOMOVIL,PUBLICO,,,265650-1
656525,69390400,VDD434,1,AUTOMOVIL,PUBLICO,,,265651-1
656526,69390400,AOD-18,2,MOTOCICLETA,PARTICULAR,,,265651-2
656527,69390500,AQB60,1,MOTOCICLETA,PARTICULAR,,,265652-1
656528,69390500,AMN41,2,MOTOCICLETA,OFICIAL,,,265652-2
656529,69390600,YXJ66A,1,MOTOCICLETA,PARTICULAR,,,265653-1
656530,69390600,P-E,2,BICICLETA,PARTICULAR,,,265653-2
656531,69390700,XVN942,1,BUS,PUBLICO,,,265654-1
656532,69390700,AZN98A,2,BUS,PUBLICO,,,265654-2
656533,69390800,SFN105,1,AUTOMOVIL,PUBLICO,,,265655-1
656534,69390900,LMN16A,1,MOTOCICLETA,PARTICULAR,,,265656-1
656535,69391000,VDL973,1,MICROBUS,PUBLICO,,,265657-1
656536,69391100,VDL583,1,AUTOMOVIL,PUBLICO,,,265658-1
656537,69391200,BEP219,1,MICROBUS,PUBLICO,,,265659-1
656538,69391300,SHC563,1,AUTOMOVIL,PUBLICO,,,265660-1
656539,69391400,SHL629,1,BUS,PUBLICO,,,265661-1
656540,69391400,,2,BICICLETA,PARTICULAR,,,265661-2
656541,69391500,SWB944,1,CAMION ,,,,265662-1
656542,69391600,BEQ218,1,AUTOMOVIL,PARTICULAR,,,265663-1
656543,69391600,AQK31,2,MOTOCICLETA,PARTICULAR,,,265663-2
656544,69391700,NSG79,1,MOTOCICLETA,PARTICULAR,,,265664-1
656545,69391800,SVE196,1,BUSETA,PUBLICO,,,265665-1
656546,69391800,SHA248,2,MICROBUS,PUBLICO,,,265665-2
656547,69391900,VDT450,1,AUTOMOVIL,PUBLICO,,,265666-1
656548,69391900,BAY464,2,CAMIONETA,PARTICULAR,,,265666-2
656549,69392000,SIS781,1,AUTOMOVIL,PARTICULAR,,,265667-1
656550,69392000,SOJ951,2,MICROBUS,PUBLICO,,,265667-2
656551,69392100,ATI879,1,CAMION ,PARTICULAR,,,265668-1
656552,69392100,P-E,2,BICICLETA,PARTICULAR,,,265668-2
656553,69392200,VDD079,1,CAMIONETA,PUBLICO,,,265669-1
656554,69392200,BAZ189,2,AUTOMOVIL,PARTICULAR,,,265669-2
656555,69392300,SIN156,1,BUS,PUBLICO,,,265670-1
656556,69392300,SDF657,2,BUS,PUBLICO,,,265670-2
656557,69392400,BJK739,1,CAMIONETA,PARTICULAR,,,265671-1
656558,69392400,SIG618,2,AUTOMOVIL,PUBLICO,,,265671-2
656559,69392500,WRD54,1,MOTOCICLETA,PARTICULAR,,,265672-1
656560,69392600,FEB679,1,AUTOMOVIL,PARTICULAR,,,265673-1
656561,69392600,UFT948,2,CAMIONETA,PUBLICO,,,265673-2
656562,69392700,SGX444,1,MICROBUS,PUBLICO,,,265674-1
656563,69392800,VDB935,1,AUTOMOVIL,PUBLICO,,,265675-1
656564,69392800,ALA97,2,AUTOMOVIL,PUBLICO,,,265675-2
656565,69392900,BOD722,1,CAMIONETA,PARTICULAR,,,265676-1
656566,69393000,SOC949,1,BUS,PUBLICO,,,265677-1
656567,69393100,R51079,1,BICICLETA,PARTICULAR,,,265678-1
656568,69393100,P/E,2,AUTOMOVIL,PUBLICO,,,265678-2
656569,69393200,SFP387,1,BUS,PUBLICO,,,265679-1
656570,69393200,SFL995,2,BUS,PUBLICO,,,265679-2
656571,69393300,SKJ150,1,CAMION ,PUBLICO,,,265680-1
656572,69393300,MZB38A,2,MOTOCICLETA,PARTICULAR,,,265680-2
656573,69393400,SIR561,1,AUTOMOVIL,PUBLICO,,,265681-1
656574,69393400,WFP750,2,CAMION ,PARTICULAR,,,265681-2
656575,69393500,SIC737,1,BUSETA,PUBLICO,,,265682-1
656576,69393500,VDV177,2,AUTOMOVIL,PUBLICO,,,265682-2
656577,69393600,AQD16,1,MOTOCICLETA,PARTICULAR,,,265683-1
656578,69393600,P/E,2,,,,,265683-2
656579,69393700,GNN64,1,MOTOCICLETA,PARTICULAR,,,265684-1
656580,69393800,WVG623,1,BUS,PUBLICO,,,265685-1
656581,69393800,,2,BICICLETA,PARTICULAR,,,265685-2
656582,69393900,P/E,1,,,,,265686-1
656583,69394000,P/E,1,CAMION ,,,,265687-1
656584,69394100,RED417,1,CAMIONETA,PARTICULAR,,,265688-1
656585,69394100,VDM137,2,AUTOMOVIL,PUBLICO,,,265688-2
656586,69394100,VDS395,3,AUTOMOVIL,PARTICULAR,,,265688-3
656587,69394200,QGO295,1,CAMIONETA,PARTICULAR,,,265689-1
656588,69394200,BGT935,2,AUTOMOVIL,PARTICULAR,,,265689-2
656589,69394200,P-E,3,,,,,265689-3
656590,69394300,REA107,1,BUSETA,PUBLICO,,,265690-1
656591,69394400,VDE128,1,MICROBUS,PUBLICO,,,265691-1
656592,69394500,HRB63,1,MOTOCICLETA,PARTICULAR,,,265692-1
656593,69394600,BLH984,1,AUTOMOVIL,PARTICULAR,,,265693-1
656594,69394600,SCI722,2,BUSETA,PUBLICO,,,265693-2
656595,69394700,BEN851,1,AUTOMOVIL,PARTICULAR,,,265694-1
656596,69394700,BGY316,2,CAMPERO,PARTICULAR,,,265694-2
656597,69394800,SID986,1,AUTOMOVIL,PUBLICO,,,265695-1
656598,69394800,CSP607,2,AUTOMOVIL,PUBLICO,,,265695-2
656599,69394900,SHM28,1,AUTOMOVIL,PUBLICO,,,265696-1
656600,69394900,SIG377,2,BUS,PUBLICO,,,265696-2
656601,69395000,BNL341,1,AUTOMOVIL,PARTICULAR,,,265697-1
656602,69395000,SCB730,2,BUSETA,PUBLICO,,,265697-2
656603,69395100,VDF585,1,AUTOMOVIL,PUBLICO,,,265698-1
656604,69395100,SDB995,2,BUSETA,PUBLICO,,,265698-2
656605,69395200,OFK107,1,AUTOMOVIL,OFICIAL,,,265699-1
656606,69395200,SNH762,2,CAMION ,PUBLICO,,,265699-2
656607,69395300,BLJ011,1,AUTOMOVIL,PARTICULAR,,,265700-1
656608,69395300,SFA220,2,BUS,PUBLICO,,,265700-2
656609,69395400,ORP97A,1,MOTOCICLETA,PARTICULAR,,,265701-1
656610,69395500,CHB832,1,AUTOMOVIL,PARTICULAR,,,265702-1
656611,69395500,BIB715,2,BUS,PARTICULAR,,,265702-2
656612,69395600,NVN954,1,CAMIONETA,PARTICULAR,,,265703-1
656613,69395600,SHB584,2,AUTOMOVIL,PUBLICO,,,265703-2
656614,69395700,BNP726,1,CAMPERO,PARTICULAR,,,265704-1
656615,69395700,BMT953,2,AUTOMOVIL,PARTICULAR,,,265704-2
656616,69395900,P/E,1,BUSETA,PUBLICO,,,265705-1
656617,69396000,BOI391,1,AUTOMOVIL,PARTICULAR,,,265706-1
656618,69396100,ALL97,1,MOTOCICLETA,PARTICULAR,,,265707-1
656619,69396200,AMH86,1,AUTOMOVIL,PARTICULAR,,,265708-1
656620,69396300,ARB-98,1,MOTOCICLETA,PARTICULAR,,,265709-1
656621,69396400,ZIL374,1,CAMIONETA,PARTICULAR,,,265710-1
656622,69396500,MQC048,1,AUTOMOVIL,PARTICULAR,,,265711-1
656623,69396600,VCF980,1,CAMION ,PUBLICO,,,265712-1
656624,69396700,SQL315,1,CAMION ,PUBLICO,,,265713-1
656625,69396700,BNB596,2,AUTOMOVIL,PARTICULAR,,,265713-2
656626,69396700,BIW108,3,CAMIONETA,PUBLICO,,,265713-3
656627,69396800,SIA501,1,AUTOMOVIL,PUBLICO,,,265714-1
656628,69396800,BSJ494,2,CAMIONETA,PARTICULAR,,,265714-2
656629,69396900,OIL095,1,AUTOMOVIL,OFICIAL,,,265715-1
656630,69396900,SYK703,2,CAMION ,PUBLICO,,,265715-2
656631,69397000,UQX092,1,CAMION ,PUBLICO,,,265716-1
656632,69397000,SYR816,2,CAMION ,PUBLICO,,,265716-2
656633,69397100,JUI060,1,AUTOMOVIL,PARTICULAR,,,265717-1
656634,69397100,SOB844,2,MICROBUS,PUBLICO,,,265717-2
656635,69397100,ZOA205,3,CAMION ,PARTICULAR,,,265717-3
656636,69397200,SCD185,1,BUSETA,PUBLICO,,,265718-1
656637,69397300,,1,BICICLETA,PARTICULAR,,,265719-1
656638,69397400,VDC814,1,AUTOMOVIL,PUBLICO,,,265720-1
656639,69397400,VDD733,2,AUTOMOVIL,PUBLICO,,,265720-2
656640,69397500,CHP211,1,CAMION ,PUBLICO,,,265721-1
656641,69397500,UAH171,2,VOLQUETA,PUBLICO,,,265721-2
656642,69397600,SGY600,1,AUTOMOVIL,PUBLICO,,,265722-1
656643,69397600,TAD828,2,CAMION ,PUBLICO,,,265722-2
656644,69397700,BCN436,1,AUTOMOVIL,,,,265723-1
656645,69397700,SIJ481,2,MICROBUS,,,,265723-2
656646,69397800,IYJ646,1,AUTOMOVIL,PARTICULAR,,,265724-1
656647,69397800,SID362,2,AUTOMOVIL,PUBLICO,,,265724-2
656648,69397800,VDL738,3,AUTOMOVIL,PUBLICO,,,265724-3
656649,69398000,SIL772,1,MICROBUS,PUBLICO,,,265725-1
656650,69398000,BSC227,2,AUTOMOVIL,PARTICULAR,,,265725-2
656651,69398200,SHG952,1,BUSETA,PUBLICO,,,265726-1
656652,69398300,SIK014,1,MICROBUS,PUBLICO,,,265727-1
656653,69398300,43649,2,CAMIONETA,OFICIAL,,,265727-2
656654,69398400,VDH400,1,AUTOMOVIL,PUBLICO,,,265728-1
656655,69398400,,2,MOTOCICLETA,PARTICULAR,,,265728-2
656656,69398500,IXJ496,1,CAMPERO,PARTICULAR,,,265729-1
656657,69398600,UDW592,1,BUS,PUBLICO,,,265730-1
656658,69398700,ZIN187,1,AUTOMOVIL,PARTICULAR,,,265731-1
656659,69398700,XHM90A,2,MOTOCICLETA,PARTICULAR,,,265731-2
656660,69398800,SRD091,1,CAMIONETA,PARTICULAR,,,265732-1
656661,69398800,P-E,2,BICICLETA,PARTICULAR,,,265732-2
656662,69398900,SIF739,1,BUS,PUBLICO,,,265733-1
656663,69399000,NWW65A,1,MOTOCICLETA,PARTICULAR,,,265734-1
656664,69399100,MOK113,1,NO IDENTIFICADO,,,,265735-1
656665,69399200,BMS411,1,AUTOMOVIL,PARTICULAR,,,265736-1
656666,69399200,,2,MOTOCICLETA,PARTICULAR,,,265736-2
656667,69399300,SIP563,1,AUTOMOVIL,PUBLICO,,,265737-1
656668,69399300,VDY458,2,AUTOMOVIL,PUBLICO,,,265737-2
656669,69399400,SII113,1,AUTOMOVIL,PUBLICO,,,265738-1
656670,69399500,SRD628,1,CAMION ,PARTICULAR,,,265739-1
656671,69399500,VDX040,2,BUS,PUBLICO,,,265739-2
656672,69399600,OHK379,1,AUTOMOVIL,OFICIAL,,,265740-1
656673,69399600,BLU524,2,CAMIONETA,PARTICULAR,,,265740-2
656674,69399700,BAK048,1,AUTOMOVIL,PARTICULAR,,,265741-1
656675,69399700,XZJ118,2,VOLQUETA,PUBLICO,,,265741-2
656676,69399800,VDT530,1,AUTOMOVIL,PUBLICO,,,265742-1
656677,69399800,GNC556,2,AUTOMOVIL,PARTICULAR,,,265742-2
656678,69399900,LRU89A,1,MOTOCICLETA,,,,265743-1
656679,69399900,YNA22,2,MOTOCICLETA,PARTICULAR,,,265743-2
